Category;Value
A;301144.79904152744
B;176746.07724366005
D;266324.85361184325
D;510839.23763904185
A;821051.574053479
D;867460.54045114
C;243789.2544903175
A;743252.3448886101
A;510755.8752780276
A;668111.7523148147
D;128458.36728850643
A;968865.0145096702
B;864472.9049780418
A;189632.68464785145
D;887202.3151464708
A;533143.695485229
B;541304.6568693705
A;101438.7486082458
D;432269.8647914939
C;859905.3046800978
C;855951.1706718347
D;544394.0413562857
C;577712.4204066936
C;949298.9054424069
D;487640.1367006192
B;812298.6721587467
A;630865.5558422655
C;234678.48507904322
A;229767.85048416746
A;738043.8954632129
D;580610.8918986476
C;763420.858271266
C;968724.1656643779
D;567672.3541526069
D;331504.3920587123
C;662131.0702871084
A;817317.8054037105
B;886698.0532217178
D;5619.523254189648
B;647524.6465698784
D;147007.19488828658
D;464362.7805371607
D;663233.5548671819
C;212228.24847732345
A;994299.6460470766
A;277955.71668886376
B;41013.94576428828
A;593855.6013825253
C;554764.7973665161
B;826997.2320659499
D;26363.636977291953
A;949508.7629590681
A;908849.8665995843
B;381974.6020742028
D;157641.0023987021
D;466773.93348232796
B;779267.1050070489
A;721844.4240083419
A;118307.73011929439
C;159401.69358959573
C;405916.86532454094
C;797723.5556829044
B;406339.4945528523
A;695650.4883889271
D;828822.014410905
A;104964.33658924667
D;199741.31111437458
C;834588.6285279305
D;128674.14443672854
D;600736.5344090838
B;877623.7067150241
D;575895.2108261499
D;818531.3383773537
B;935242.2673307861
A;760022.9636552689
B;335023.7849347213
B;167898.6160830044
A;158724.26360217432
D;623409.8227252245
C;969405.1107036669
C;155472.46076458975
C;391166.3170769184
C;554571.1297415963
D;823336.4349271476
C;671500.3267253187
B;214438.0367025548
A;767926.9511585737
A;261458.2520683134
D;570239.6656213633
D;575638.9344289685
B;555587.9059246817
B;477698.7500305371
D;578699.5259996491
B;261746.18621400968
B;240811.26063073974
C;58455.29071330285
B;711195.0432460394
B;946433.2534201653
D;70797.18452502199
D;290709.7027612237
D;176136.34357659344
B;194101.15341074934
C;455234.9429440033
B;26244.87609536054
A;265930.77844096074
B;493447.52997992636
C;870689.2493557476
D;230806.53337413244
D;592877.8508411258
D;902842.7152097106
B;111805.49285836838
D;358588.192170307
C;296498.5812949205
D;66527.55519531485
D;205999.35441436144
B;944828.4678199495
A;318625.6341689187
A;40024.89092101089
C;900841.3307582082
B;407515.11541028944
A;273863.64666205633
B;979830.7879404085
C;698454.0271107793
C;38841.09812659775
A;225525.18579844994
C;611564.6988391418
A;145481.55132104422
D;438844.71821051656
B;557966.720125996
C;543292.8523632989
B;262349.30354821234
B;638768.6730809307
B;123347.00714172488
D;675093.6226544508
C;320801.87027692015
D;425747.4004886211
B;436089.3073651232
C;238720.51577422803
A;748599.3874659726
C;488732.3421918464
C;27146.498558233794
A;523084.58517474995
A;444432.0691460879
C;235081.44057964222
A;401122.3030940337
A;383822.77014656534
C;181848.62592368812
B;427837.342946094
D;188721.4999477999
D;619561.4342348418
C;624113.3329375184
C;380451.0707110869
B;571557.2879699714
C;987691.1262067709
B;808829.2877579115
D;495140.1970159815
C;68865.74574029913
D;641364.7508716078
B;411657.773885153
C;876283.5831726013
B;717275.260670412
D;939589.8902698011
C;500566.5249116316
C;283601.9651548991
B;367982.2919728934
B;36852.66745566464
B;418741.9728593758
B;878049.749914895
A;657235.0120474542
B;174797.70224502924
C;64840.544763215374
C;90826.72914180643
B;935068.8942506078
A;420642.6178691668
B;291057.13190661714
C;116287.59831880615
B;202947.44681967472
A;33047.39548928473
B;180608.68275873538
D;224189.2342488402
A;838944.7903875037
C;288621.9372404411
D;459520.95698133827
A;556694.4621612605
B;28899.01164398551
B;102597.71323421026
B;190726.05782767606
A;171908.1458408909
D;209959.66456631728
C;408743.07332904276
D;226699.5079213109
D;661396.5502748218
A;250414.61335549803
D;465312.75527331495
A;102455.54878654989
B;704574.238951189
C;430222.3299426719
B;992484.3509737005
D;314928.81567306246
C;625854.4729281735
C;848610.4143223913
C;303632.58535594237
A;635446.1588479216
A;230986.5902923523
A;724212.0135543572
D;426418.7787381675
B;565506.8009516399
A;951167.1906212971
C;580193.0571103182
A;192926.85317479676
B;663580.3544469154
D;749285.0664065029
A;608596.4755237625
C;255660.64244249632
B;379636.10304855776
B;494687.4009986367
B;27297.70975666258
A;230204.7450356764
B;40559.66222125521
C;343147.3583694091
C;925555.5949204768
C;143190.07854346494
D;503785.5397417546
A;450370.4299418165
D;662312.2636200316
C;15524.569718466088
B;707515.8735708492
A;486628.98529443034
D;901861.3167644942
D;321950.8956607378
B;662847.9319502963
C;256247.3736445845
A;807045.1828657046
D;609378.3020080113
D;232334.2952036464
A;95245.70808357815
A;657736.3334722712
A;140303.36301048324
B;201613.59828338685
C;464083.7305980091
A;468445.5008241714
D;435068.65047130035
D;155969.8754028787
A;215287.60816638282
B;422246.2620543877
C;172877.9466509503
A;488106.63275145023
D;878805.5341322701
B;173136.61362493428
C;83864.86448513027
B;487819.28636676027
D;3334.9163430019717
D;875558.7092971212
A;48985.541892676934
A;196002.02483191437
A;15266.508861493743
C;890498.1679985437
B;558682.5154431339
B;315457.2143911313
D;576246.1118370434
B;499135.0001239327
D;191348.66596360834
B;811176.1636295164
C;482965.7246221298
C;133181.69656012984
A;629268.5981750854
B;328922.8200058957
D;844378.2801572006
D;18091.549657280037
D;491169.2793506688
D;149730.395779491
B;688460.9494769543
C;344180.6860175004
B;717939.970099068
A;153348.7752509473
D;405711.74876924517
B;415047.0975818156
A;745082.5783748681
D;644042.4386212559
D;883367.6143504451
D;508715.1224046484
B;708407.1526158703
C;773904.773527944
B;641935.9742180918
A;194761.26207706225
D;652565.4334711251
C;803244.0719825227
C;313070.8378917663
B;256138.22760013473
A;209560.89729715383
B;819407.9015372756
A;10418.43595761466
D;475453.238565317
B;221347.94044315198
B;500694.7274346486
B;381610.1283395846
A;394481.63142188767
A;893802.1712823439
A;162022.48346703133
A;725968.0436603941
A;517098.3840092734
C;226499.13191054578
A;159549.8990459364
B;651439.85585444
B;539900.6752958801
C;876415.5179529142
C;437311.5177617516
D;59052.61642922658
C;332384.6827851499
B;699672.429528085
D;22346.40911855924
A;833882.2090970296
C;218669.81937605358
C;556209.1223740766
B;577188.23908909
B;859898.4306981027
C;5364.610735093069
A;850032.0877497209
D;923883.3657811582
C;342300.3678648224
C;53012.795881448794
D;650219.595066401
C;366160.638341714
C;166632.1278509715
B;18332.35704199833
B;395401.2391919946
C;366635.5407004475
A;993973.650786893
A;810539.1010874836
B;930472.6252968544
D;254374.68812600343
D;568403.9560810716
B;388598.523811401
D;595341.564467101
C;192014.20557195393
A;599005.8544920818
D;690585.9972995465
B;258262.7664543248
C;740702.7173638323
D;184310.8240531058
B;89846.70415001495
A;927002.9923989287
D;786461.280961247
B;429750.2387512336
C;980098.8238967767
B;459691.57499778474
A;625610.7772118247
C;393031.14659988746
D;738633.3069140058
C;832954.0229222657
A;510400.2136482788
C;651165.5966223925
B;329472.1096057595
B;34099.74099238235
B;20398.23600759239
B;470753.59900287667
C;456260.0349269835
A;994275.0108888005
B;149341.49564260253
C;711258.04685647
C;471745.16384178196
C;121851.83507264878
A;814550.6958804103
C;482819.6423571605
D;418210.97039284173
A;391982.2489241843
D;878920.698379118
A;23293.2717696156
D;104443.9666890731
B;18077.75441317428
A;335631.7388337173
C;399288.4626069537
B;947816.5938250318
B;665416.209726571
C;253164.67561331825
C;335932.13742956496
C;204447.93718422705
D;226220.6616786068
C;497576.29919523257
A;517708.95669609786
B;533752.9436046504
B;535105.3741701158
A;732287.5647751694
A;927279.0485681483
D;45174.137408036804
A;478858.82896321523
C;415317.9265199502
C;783077.6565611121
C;122711.98693402123
A;983466.9852663092
B;984930.8219677486
C;567713.3009926365
D;523065.97958806966
B;426376.0120641689
C;672174.711809189
B;122363.80530624856
C;433887.53397470486
D;701527.5278647967
D;976744.0139926673
D;768150.8480941196
D;247900.39934376106
A;911772.0954652058
D;665236.667294564
B;394107.10356905183
A;106689.00938840288
C;974547.7925217316
B;178774.55459157864
A;191654.9239469932
D;327233.1972627438
C;59943.77935946851
C;335624.7152131462
C;518310.4815148764
A;875299.9567099517
B;334313.51309588284
C;713868.2958880737
D;59252.334547331215
A;560698.421891107
B;857643.672214895
B;337041.05452642153
B;253704.32970628736
A;339307.6613198721
B;539022.5250473632
D;310252.78384915757
D;904556.47526696
A;39717.78884395961
B;314662.04405917885
D;769310.1443647954
D;459171.44007324986
A;84008.67811226024
B;178939.3492394259
D;151828.23169182203
C;186284.10247610605
A;35085.24690364092
A;301229.4840398593
A;296910.5975674859
B;27328.98758155591
B;642570.113573845
A;466734.41231732594
B;535757.7568533455
A;790168.088718896
B;218084.68219871807
B;793163.6576337959
D;346913.76737055916
A;71118.4444690686
C;975250.4096162372
C;314423.71407841385
B;765942.9764033273
D;443237.92217968707
B;191819.88175045364
D;613952.3542410929
D;195234.49618246945
B;397619.5002258812
B;656649.9650915867
B;731512.6964680295
C;544272.7552857004
D;562722.5464658508
A;827823.5966434556
D;705962.5839578832
B;304945.5483243176
B;56376.398300765286
C;531457.5080092363
B;313568.2672924116
A;154925.13625600596
C;825881.0283244358
D;115595.45712225045
C;979166.8838449143
D;495784.2450182748
B;791449.8446511424
D;740332.511139388
D;227024.8028240506
D;646815.2932772741
B;666457.9942009493
B;842211.9866849326
B;50080.64389508509
C;572500.9493978665
B;249690.3763014186
C;237361.029531952
C;454852.48592851165
A;730865.5414086923
C;864378.1563385832
A;576149.0489687335
D;916152.1608446721
C;541878.9535155477
A;713142.516208443
B;539502.1706841551
D;470391.7936767857
B;842051.536715385
B;336916.090880281
A;306441.5939572193
C;179666.44825687015
B;282219.2887295838
B;774056.6182647505
D;447199.6297983496
C;969390.843941087
A;132734.71279577288
A;576707.3177321714
B;316365.2973668437
C;894156.1724823553
B;673035.768202769
A;740280.5163623953
A;193740.64658059803
D;119896.41277600208
A;570611.4086105028
D;664267.1849959152
A;426745.9315604029
B;986251.3830607181
C;432053.8790990674
D;168568.88759512577
C;217772.27716389013
D;23251.734438914307
A;705329.717370177
D;865982.3024907082
C;470510.234729755
D;384079.75444313086
B;735686.1478982607
A;261394.88473450084
C;921384.9814565225
C;829946.9244005576
B;206648.0151716033
B;706587.3522004108
C;498483.35129311413
A;362785.73907231365
A;815192.0580876835
B;920817.3351311297
C;265628.9433362867
D;612410.8844733074
C;921447.1085661368
B;542371.7782724397
C;240031.88243069954
A;614477.4458744793
B;732384.1375036078
D;716761.4628299954
B;983961.1132300103
C;360644.3595050946
B;362396.9132224326
A;283999.5875917444
A;210282.3765441056
B;274474.45375712303
A;686603.9627411164
B;485589.4055586856
D;607639.1520844577
D;755248.0428488735
D;638385.1153686221
C;750592.2782707636
B;723590.5005282979
D;561738.3654713338
D;637774.5622418632
D;208179.4554119614
C;597960.2026345899
C;212819.3402261122
D;312534.4750448883
D;665496.6284528307
B;570668.3998766505
B;418712.9443827109
B;331919.18430844665
C;371391.4781749367
C;430681.6666771197
B;345054.57574756886
A;344891.0511279307
B;455778.06917386706
C;326808.62622807035
D;310930.5550576163
D;113827.54149763705
B;553340.2025585169
A;738223.4676237545
A;178039.53787261213
C;116878.7478110005
C;781434.1138464593
A;245437.22958440505
B;964711.891003683
C;688325.0707675975
B;503304.59368988336
B;567191.1992029645
B;529493.5321075374
C;536452.2055342941
A;559279.5556231386
B;259458.47089244425
B;287327.08287133515
D;974151.4503355655
B;487045.2557042655
B;756115.3431514173
C;542081.7141071158
C;200143.47533126734
B;875638.0381725084
A;362.0628701126754
B;623548.7289527475
D;278012.7710976671
B;100399.43918600079
C;337987.0937279071
A;503449.3586496595
B;281170.8735725796
C;540573.9521511832
A;249368.92180424844
C;453284.8603204344
B;4193.146248577075
C;318407.6949110963
B;664835.9557636078
C;484351.2366008642
D;644334.2605903841
A;382028.2424000376
C;356188.6277296233
D;891462.5292227782
A;953655.5166899277
C;668686.3864135103
B;336345.7741914103
A;546374.0425800264
B;640728.2523489197
A;586596.4402860486
B;578831.1375516626
A;505599.097621035
D;286437.77547812613
B;255103.03261465215
B;782340.0470434043
A;557740.7047576703
B;66798.52683308664
B;630473.0036298443
D;379442.39125728625
D;662954.1833443404
B;722642.3197174673
D;384266.83299558674
C;693261.947705133
D;801875.0517852105
C;579661.2936854371
A;739198.984821799
D;378645.6122010923
D;493812.5837990009
D;289523.72065731173
A;172707.914090024
C;899751.3999296103
C;870453.4852878614
C;764556.8734010301
A;187894.4034820384
A;616237.908257009
D;485240.7908176176
A;191613.5258060833
C;150488.39315327408
B;290578.4644835815
C;994802.522121577
A;594538.4543733594
D;640115.2707822848
C;295901.1459999771
B;556829.8160410512
B;181187.4249129877
C;162730.65888591696
C;950649.641045353
D;608682.8670923393
A;301632.0567052254
D;486194.0514165113
B;512729.38046677166
D;319473.4188417393
D;760351.8496383387
C;416866.5719618005
A;105567.59545313577
B;265941.17330986937
A;530853.6522483118
B;704898.2506361598
B;926412.8517533287
B;733064.6819808752
A;806814.7509990057
B;667431.4273267589
D;982095.6466752358
D;288663.78222878807
C;833581.7570472804
B;759467.0519126095
B;912943.7001983488
C;469123.60234341456
C;899514.0773123471
B;725852.5775831686
C;294022.29292150994
B;541672.2221259341
B;787241.0326411322
C;452907.1934539141
D;354082.06450232107
A;394467.11882295343
C;306406.4300804664
C;842516.105709581
B;12383.623544877059
D;143068.63334879058
D;39216.21787399913
D;617075.8212231759
B;822480.4641514104
C;625147.7739843356
C;444279.0515892243
C;779574.4896190026
A;932144.3775656496
B;26790.202235679186
B;637712.8573236743
A;447571.7139942944
D;568453.5966975812
C;519500.7003486261
C;478770.7027986662
C;539197.4951032399
C;913765.90966746
A;274988.18101153255
B;809044.9677911279
A;490246.77803693723
B;164618.40559451436
B;319820.83392913244
B;976493.4462701114
C;233374.36309549314
B;263048.07094425696
D;11376.095609725255
B;54942.01270456569
A;87507.93627581792
D;854836.3842420422
C;827879.2834868596
C;616420.0990384279
B;20700.78524148201
B;135477.22426759993
A;427206.12209495215
D;533791.1918679851
A;616971.5311428352
A;762675.150946769
D;589299.8033518401
C;551329.517015512
D;158117.27867215997
C;525109.1910629211
A;181683.95226288802
A;902952.7893758648
B;459066.8214790285
A;146168.67123600506
D;767015.4123742193
A;216866.845612847
D;691958.4314138191
B;16494.116653991157
C;90926.58042320728
A;17565.30990360055
C;395822.1558181195
C;447110.08640227787
B;691182.4365763393
C;805551.9332283847
D;82696.8464840523
A;539643.7878248179
B;810996.5576772816
B;505698.2397193015
D;596350.187678033
C;549387.1579941618
B;625544.22805555
C;987523.4021988143
A;609675.0516331107
B;66701.92572802973
A;885056.7877259066
A;949108.0982447462
D;121948.58143941652
D;366117.7415071594
A;195614.45967879982
B;719614.519740233
C;835404.2679421651
B;823902.9564905538
B;20051.38878566073
C;282782.1455891916
C;741577.1280267256
D;52778.1011186676
D;495672.36090864247
D;527718.5245624486
B;50681.030786819036
B;452297.92453567154
D;314029.1523975144
B;592427.8242232709
C;573344.6078674456
B;654272.6511721078
B;833224.0373435196
C;266865.53911677713
D;447072.73301241396
B;434891.73737523425
B;825264.6492127513
D;47284.83639357538
C;809904.1439823566
C;215528.27500697775
D;175888.02246129917
A;785170.8426623929
B;293979.9097866468
D;569247.5093718966
D;428612.1732096786
C;561554.5895761249
C;242046.38633619237
D;701258.2682383893
C;627625.9893907736
B;427346.3072000823
C;498683.7901080014
C;972893.3929971417
B;516780.15396114613
C;1755.624017468848
C;740062.0151225615
A;525870.124726723
C;109866.29080424523
A;757347.1055653931
A;350935.9135404789
C;189180.9128890009
D;709537.4649969263
D;613256.1204353783
B;795087.8169615468
C;591729.9167646901
A;437073.18163638253
A;401638.57906163903
C;738902.4580297834
D;682565.1930466241
B;942210.9892180393
C;164713.50581256233
B;538058.2985196353
D;309075.45394609147
A;586390.1092242015
B;197858.39106448003
C;153836.35715982944
B;210708.19859660126
B;454106.48389884795
D;813957.7180620204
D;574474.2763379212
B;710718.9878973705
C;700389.5555541043
C;857613.0395894563
C;294229.22665694903
D;601384.3491858732
C;965153.5885624613
B;302771.39486598753
C;436516.6938794686
D;58317.0196478596
D;699127.4789988328
B;638767.0512951093
A;338633.16133469925
D;190856.85018690658
C;461425.83513499197
C;521863.11650709185
A;781609.4449296276
B;736644.8687003085
A;578639.6816461112
D;113331.72591984685
A;493558.0923243873
B;605836.2406703914
C;909581.5495061105
A;321301.6910326633
C;802802.0526723177
C;343794.8507357641
C;388482.1419073898
B;568207.1718096792
C;816987.0156184819
D;396178.0840307446
B;608520.7086327227
C;810107.8015757407
A;808244.268708639
A;258894.55319383673
D;76977.6905696043
A;801562.6965456252
C;864333.6676141332
A;656896.4477028094
A;611326.5837842126
C;822944.0066093369
C;693082.591593534
B;324005.8766194427
D;403319.4012277507
D;989393.1845079189
C;986485.2173310644
A;204462.85163731387
D;225223.27542138475
D;997541.586228315
B;558326.4957463893
A;522584.2706637412
D;657175.4352446261
A;488792.11903624475
A;948283.0106766719
D;515952.0735169373
A;264637.30655561254
D;889148.6453401791
B;532210.68533582
D;918751.8361680898
B;126354.11135083066
B;75344.09853824132
D;948734.4664481817
A;645595.7043969509
C;210947.6083728483
