Category;Value
D;901093.7803222953
B;637823.4703410356
B;905559.8129502253
B;252618.86069615878
B;568629.219106604
A;819004.8248407926
A;749805.0384182493
D;881548.3260218526
B;850403.8141295459
A;632182.4874265251
C;565887.5025092019
B;379323.9512345766
C;536273.7738522136
B;184202.185649394
D;476548.2757717975
B;931293.1119884092
C;623662.3273491818
C;940029.7951556654
D;354249.717115702
B;917441.7860580016
A;410569.4943873255
B;200350.60280294105
A;83594.57481936949
D;553610.054449836
D;973847.6919433551
A;323330.15313224203
A;368560.19655557454
C;925500.2577721344
A;254348.2558211871
C;602085.9489693765
C;32652.87051398856
B;188871.5174041743
B;912561.0674712005
B;71868.75213451238
D;313063.2106590163
B;704767.0340698246
C;992399.1671873368
C;74137.72381201117
A;812452.4975153712
C;434010.0401943324
D;738663.7328755994
C;957167.6419323377
A;621499.8493080639
B;499426.06992732704
A;27433.45960407439
D;553891.0686273602
D;790730.573443448
A;598802.006015947
C;300771.5876021067
B;659728.6441755224
A;21283.89204076805
C;107598.27518306428
A;554791.7484691232
B;593150.0105531099
B;188365.89650570453
B;503378.2374596378
B;903494.1979780808
C;622855.7570228871
B;344111.7132304768
A;283982.9058665839
B;35158.350058434575
D;112122.08989361378
A;571940.4935023409
C;978945.5221921183
A;210893.51566842842
A;816496.9472826369
B;135666.27114149585
C;482212.2082650447
A;937704.6056725064
D;123829.73858739404
B;232018.14226387863
A;524255.37962108216
C;599606.5703309326
D;8363.46799766251
C;812274.7767606056
D;568664.3567082932
B;774987.0085206255
D;64008.65837506746
A;327384.072477283
B;289961.31241996307
D;490230.19439912395
B;847245.1730577877
D;724403.693839101
B;842108.4292506921
A;589877.25874851
D;509006.23067598103
D;599170.2779283505
B;5453.147105934507
B;990898.2820415045
C;648688.5167056354
D;940440.0277556807
D;146810.1179767615
A;871000.3898849763
D;833881.1810566974
D;302709.89246613707
D;400828.21460779966
B;605646.9202559603
D;996225.0867366171
B;972567.9118892577
A;90954.81915757945
C;256220.6266301572
C;179778.55831783565
D;519676.70117100945
A;845047.5969795462
A;814518.6974604354
B;467808.1956708465
B;615924.2159109735
B;915663.0698596566
D;555213.5390411963
A;209516.7135697232
D;503381.4841635771
B;664935.4945469673
A;62526.683823142615
A;842474.1526533578
D;776169.0502628502
A;349199.5926066231
C;461322.0388104949
A;792142.7735734512
B;781067.461009691
D;339036.01512246387
D;995669.243337641
A;762106.2841742889
C;629716.5278726394
D;849482.0694270751
D;563550.1433211316
A;49280.8487951471
A;174811.97979615774
A;721785.2182678652
A;563037.4891092412
B;59360.76591156223
B;196150.31082312402
D;372596.4560023761
C;299308.28886926227
A;817510.9637510366
B;835165.7670787878
D;237697.76980894717
D;267703.8182534111
A;94468.63939029601
A;978716.3432799347
A;317527.72460269235
B;943295.7946800824
A;638097.9633972119
B;465127.1630324026
A;853262.3106856887
D;134326.42986834288
D;137446.36185848532
B;37096.5355520007
B;112184.09426275692
A;149681.14003725504
D;892258.6706496547
B;403432.37331202085
D;173576.1366177997
C;164329.5070128214
C;665273.0350816711
A;118365.16870237661
D;326630.54493184085
C;280086.72488912183
B;198076.5621418652
D;236723.29607466233
B;975995.0277750584
D;566228.8763933266
C;448743.79807743354
B;517410.5316696409
B;977702.2257041077
B;76917.81374323842
B;145787.21268323017
D;885251.1101680759
A;906209.3254671235
D;592334.1213092
A;74780.791789731
B;325495.48395902
B;758335.672148892
C;642302.8442975256
C;347621.1255131431
B;556807.1968213795
A;908987.4176667186
A;336971.4272291788
B;108150.76942655943
A;725155.5206340658
A;675385.0965260579
C;379659.092196175
C;41947.216776535395
C;359595.23583575146
D;964247.5717277889
A;492936.12628028943
B;655560.2883044872
C;862368.8974642769
C;396873.516327652
D;230641.67972352786
A;588788.333100302
D;519394.8884539107
B;322047.9612503729
D;597967.4534747732
A;988923.7107945372
B;958024.5254608451
B;951851.2772360436
B;750030.696665461
A;462771.6916701432
B;296717.9936588463
C;568411.5300168449
C;2911.8719817517544
A;574419.5864971695
B;475129.76858371525
D;553740.4487908585
A;701245.7192983677
D;892526.8047018136
B;934044.1829376076
B;240672.9732275461
C;399257.37897977215
C;808456.1957255182
D;277997.95023683814
C;632889.1394752493
D;744443.9970108018
C;477927.89010975463
B;190882.51948435578
D;136345.5907962501
A;352324.010039728
C;127636.60661607649
A;964551.1402670784
B;752458.4355517232
C;907131.1430021094
B;767155.2364499302
B;975954.3253503693
D;572554.592832575
B;343968.5165217259
D;264771.9553757757
C;310294.99732199433
D;713788.8271444368
A;861291.2648473
B;112754.32659519734
D;267081.3460809488
C;740137.2761629038
C;8808.58342662844
A;218234.67143585734
D;796844.4213897797
C;130769.68684539617
D;739425.4916586044
B;361032.83839025436
C;99219.59026230196
D;598829.841757661
A;418546.54862983624
D;194489.6324012504
B;376353.5398053685
D;840332.9411902969
D;434994.9573961764
C;844285.9590420886
D;51944.12196452341
B;312638.626354439
D;822921.4582339822
A;365726.862747345
B;341567.26045653
A;833309.6200153031
C;184331.71233325204
C;95870.53214817817
C;574060.7931784856
A;619482.575035432
B;381034.60744741134
D;496930.8532811748
D;721252.0074879029
D;581880.4526203321
B;490019.62367862585
B;712647.568265538
C;286517.6799114431
D;869595.4532564435
C;510049.4504102413
B;847684.5646283535
B;64090.65374804901
D;999404.1906531195
