Category;Value
C;757075.0496756287
A;16294.47217740049
B;559152.6511732247
B;276973.63013012934
C;306681.96574747714
D;953080.1562722204
C;363481.4203107328
A;719405.9856469857
D;431788.58007526223
A;851377.7180249463
D;366447.0882049881
B;658158.0315085079
C;228514.959154364
D;510760.6062124673
C;37144.592962889335
D;671528.1459216854
A;878475.6681063899
D;241305.89301624257
B;717309.6722929715
A;527381.1960778778
D;308017.0719485859
C;864370.9727472542
B;577010.4134098877
D;176871.3808579696
C;908933.0348181371
C;527932.7398281986
B;799700.6694981996
C;403296.7910390015
D;584751.4441256891
B;178112.3015114902
A;407571.8605170741
C;425070.1824416698
D;103798.89111264776
B;573376.8611934704
D;664492.1999514821
C;496998.57548781106
D;876358.4317249431
A;511923.7569309149
D;369368.57803095446
D;487049.45147586486
D;735473.9612779783
D;5204.633203278437
A;372195.986665754
C;663876.5560957582
D;679582.1222333262
A;188964.93252642892
A;197693.0921168423
B;4301.620732637529
B;888888.5715570264
A;714550.4191727878
C;9749.624506595948
B;578290.0734748574
B;757916.7635394984
D;916529.2644468581
A;872943.3123373697
C;451362.75342261855
A;948180.1573844772
C;251976.50335130154
D;233207.46094749845
D;194710.99695407096
C;763405.8097360459
D;720526.6065241586
C;527384.4686880077
A;584346.0131065778
D;280615.81245049665
C;428635.5006063989
B;135415.2131827786
C;11480.84249961651
C;641783.0676898591
B;109526.2558429591
D;415169.63090575405
B;459551.14855758706
D;238307.88664274145
D;575237.5695406633
B;486210.8458361335
B;458572.467734403
C;554071.783078352
A;574739.6654760254
B;369640.97218545823
C;614680.4752408947
A;451635.4259080743
D;31994.939219835323
B;609048.2197424024
A;679151.5780416141
C;990840.550885861
A;273549.7300367741
A;111117.05152353906
B;280847.3612637161
C;626602.0781176249
A;680761.6611144607
C;339735.16462246724
C;901286.7486476972
A;84779.6681069962
B;490913.2406349582
D;396917.48748108186
C;377419.5703823097
C;336539.9022698113
A;236872.0166454284
D;82056.24105801963
A;464650.257641083
B;972457.8675540476
C;573689.0900103502
D;204258.59503784694
A;395881.2968961501
A;127163.38823930416
A;782934.5573196339
A;908026.547769708
C;710554.0158269131
D;581709.8038443857
D;659838.3491144348
A;549903.8049148943
A;547260.6027728854
A;678380.9053176175
C;762381.0478694626
B;49822.214596463185
A;490970.7048311177
C;532284.1861036235
D;942149.3477734589
C;336869.81592246296
D;682121.315945703
B;192272.96530709628
C;644855.4463182237
A;813988.3064856904
D;433295.24332192866
A;46614.89481571304
B;769734.1632201828
D;752942.3700387656
B;68106.86778257832
B;326793.57057017536
B;195194.93282050863
D;731352.2850178486
D;259963.80907483396
D;823185.5393077472
A;436795.1906934908
C;440824.34911186283
B;16251.659832913792
D;518464.2303848223
D;559893.1895141645
A;246166.9926609996
C;944322.3163554661
D;304587.646912076
D;235838.83449285297
D;989849.8009129295
D;622085.6892556677
C;480210.4804322107
B;974293.5198674987
C;296108.6769440418
C;732269.6833022314
B;297429.4023214538
C;92985.29519588337
C;311545.87506561674
B;893803.8892355599
D;525715.8015376619
C;45945.10059499316
B;616110.1928378809
A;513128.01091056666
C;261850.80508824566
B;494237.91973921447
C;22090.73914010627
D;460964.0408781252
A;865329.9821948654
B;827953.33486794
A;980470.456909273
C;743535.8905988707
A;276064.8637923602
C;565815.7985341203
C;658612.0517820484
D;504042.37714383396
D;272701.51026439335
C;279746.2171033135
B;775051.8861365431
D;332615.64843632875
D;891717.2051313242
B;636857.6425557396
A;657553.1654511942
D;872660.4023553907
B;738840.7609854044
D;476232.4078954806
D;879190.4812591011
D;726905.3619574588
D;228382.94840984853
A;444543.0754912975
D;54583.67238644113
C;80701.18897535115
A;601473.6853249419
B;9354.089480530836
A;426282.29537423135
C;609287.3411053059
C;865251.1135117991
B;950723.0101286721
B;358678.07093334047
B;686878.574820425
C;811722.0958348993
C;890434.6280543214
B;939791.6774833647
C;646949.4376956079
B;37515.57173763012
D;335647.2246305705
D;286667.93571458326
B;975529.7033472339
A;637376.86028514
D;614115.2063462421
C;979440.1659001651
C;679694.5944136166
D;240294.2640303399
D;918463.305790026
A;376321.5124205681
D;938778.1135603115
B;29331.530612895294
C;219280.9156064568
B;284454.8541518727
C;736486.1345072985
D;642990.4043902475
B;879723.0967914065
C;457602.73071154405
B;734619.5277936296
C;471054.44262357446
B;195222.55152289092
C;281371.25027644413
B;383123.80088675173
C;82645.68968592511
C;819178.6870828202
C;845177.7298464022
B;193999.34952552003
B;154248.01745967084
B;939986.6514891565
A;932563.6937070582
B;119449.72320412386
B;594271.4264386364
A;44788.8418861592
B;632070.9510046588
A;8083.81058553625
A;137930.8278433454
C;859227.830237226
C;509954.77987972385
B;449128.3606303226
B;55030.834425056455
A;708302.8163552448
D;469692.13668959093
C;536691.3415004886
D;362952.91710181156
B;975555.9748613897
C;717519.9490918072
C;428571.67189382104
D;42715.58974327895
A;442596.842391719
B;541196.7656575445
B;762717.3576611014
B;211292.0620932514
B;303910.4026101602
D;156472.03118592734
C;975992.7359644481
A;553659.2422548067
B;349652.61783156206
B;484199.97595868714
C;742520.4712202935
D;958717.9974082845
D;839082.8156183024
D;167345.72259890888
D;25602.52147445996
A;806851.5752012909
B;121699.25370853057
A;31930.72266494001
B;755282.6983163395
D;31043.017555495848
D;289274.6080043631
C;567081.1090046691
D;364146.0422168612
A;850790.5470093061
C;764132.9407307397
C;975538.7434230895
D;863116.9018653823
D;383969.3932988058
A;818378.8647219685
D;633208.0587070875
B;271659.48105645395
C;390872.2428150835
C;169879.61612928536
C;866188.9601175553
B;390280.77943251946
C;305358.0596593868
A;18742.4055115575
C;898878.5927954495
D;185558.5744161486
B;793381.4086111153
B;786911.9247084178
B;82971.13201930796
D;687375.1162802255
D;24666.953091255025
C;68559.6594081204
A;822487.3722453595
B;14905.599497966105
A;820751.2592954142
A;980602.4115862247
A;147861.03216167827
C;309899.41645924764
B;241593.96763413263
B;935776.9964993674
D;842837.8324942917
C;345356.5631446104
B;764524.5703352699
D;279501.0682815648
D;370816.620221196
B;459813.55188614974
B;332026.2463820797
C;773360.1426515883
B;269059.2510424716
A;447322.78268760914
A;264246.0353189657
A;823579.3586952055
A;378774.42064906383
B;70986.92064018195
D;383988.50191282143
D;834656.3556497246
A;821581.5485236776
B;856094.382386068
C;382770.11035849614
C;322613.31156037084
B;103087.35916337816
C;827471.883100892
C;92049.91445517707
C;574412.6680226545
A;217026.385064539
D;674505.1200783561
B;127889.6196219667
D;333304.8393448919
A;948455.4869280147
A;837611.050074198
D;920996.6789761591
B;704606.0628089077
C;601627.0211284723
C;87109.11947813208
B;571477.7828211852
A;133424.28836894664
D;471793.791808469
D;24482.430344205284
A;439083.8171039152
C;984804.0519053845
C;391918.57478216296
D;855151.8241412283
D;709870.3207766862
A;803196.8960356357
A;918598.241876805
A;981056.4925035804
D;931620.0671793041
A;974015.3220816304
D;45078.040164101454
C;888374.697372543
C;777693.1636090862
D;96809.17248927553
A;680366.8023580883
B;352587.7398581992
A;223807.7701484677
B;145251.86387730998
C;326317.37697614415
B;548557.8502542133
B;348029.68059598346
A;755669.3620660639
B;632786.9672564036
A;461737.9767273463
D;971544.2748136296
A;299475.71322948404
C;615775.1196015292
D;549490.899611591
C;452632.3422019207
D;720398.9908292956
B;264443.09546159324
A;446398.8151205548
B;904731.3945732786
C;424424.4550268967
B;360508.7365268633
D;959362.5534968739
D;258001.3922783758
A;234501.31083878895
A;420258.5526107487
B;590427.0565365674
D;113915.8266046694
C;360404.36933205253
A;9684.993374356754
B;735486.6914102118
A;484684.9139968196
B;112672.4428579052
D;766272.012413047
D;328385.71735343186
A;28586.125219871217
A;179814.93335919114
B;399155.81170372583
B;21925.76230608751
A;959497.494748635
C;715489.7431077716
A;695628.1169619483
A;745747.2443204861
A;874971.3469115244
A;176816.94666983394
C;613201.23662525
B;786760.6417685257
C;514588.0441394022
D;829893.3123406774
B;910613.9753777403
A;954251.8956523258
C;295159.31047579844
B;662076.9697070176
A;515231.9148543492
C;829077.9202901225
B;384519.39594809356
D;935579.9598999294
A;686172.091998784
C;357518.74601023115
C;901637.8932603971
B;764267.0721785394
B;576732.7552336951
B;617580.9846006001
A;57653.37207619321
B;276698.9533194622
D;504101.9553165393
B;816671.9020813195
C;201368.17510368492
C;893791.6506177434
C;959571.1760493248
B;189984.8796635595
B;902902.7442900751
C;289423.8152439544
C;282258.02711917635
B;244262.962799822
D;911963.398519206
B;405428.6005139567
B;303186.38836121967
A;506485.89880508196
B;843570.4956111938
C;551364.028041187
C;912747.1206045713
C;362823.9209189974
D;319649.59090045496
B;344568.13092251454
C;435532.9214155222
C;318983.63339928945
A;942447.531346024
B;685355.7832354015
D;485398.5528939495
D;362910.6202674701
D;408089.66062957223
C;653234.7234896575
C;612674.5543145473
A;416998.143025983
D;141079.52754155226
C;610597.3120059856
A;245486.73530385052
A;104890.65975840393
D;45137.36647140118
C;242696.47466847723
A;998999.4928709202
D;979202.7158856441
B;450143.2140299219
B;947430.369737172
C;539591.5141499515
B;944768.6361996774
D;548572.7006963984
A;574322.4731790831
C;160325.9675324014
A;954960.787384571
D;676136.7072297065
C;852732.612249397
A;329813.2088071732
B;818028.5366819843
A;239695.0024186193
A;895626.3116295355
A;731580.9216449925
B;115429.85533716524
C;328414.7602082472
C;140282.24502033376
A;923798.7715067408
D;79012.53242643503
B;472461.55144640617
B;335810.02264059515
C;906918.8677107985
D;151851.41093159557
A;689902.6872865233
D;410601.84314655204
D;719901.5741597759
A;673534.6707873513
D;115607.81742771127
C;753468.9098451136
C;674159.2672832564
C;180849.88990631205
B;280356.8713485134
D;734283.7192867241
C;411226.3641506216
B;344451.058825855
D;999878.7733772969
A;673455.7568537907
B;836997.8728370978
C;372268.1472337084
C;853167.7000679993
B;996211.7116918893
B;418347.8145000998
A;58183.3953880068
A;114179.19367219746
A;542069.2960838975
D;597873.7692470008
A;657117.9369158916
D;401237.8682154273
B;314978.12840981636
C;295884.03892841365
B;774075.1121720427
C;394908.05363834475
D;345859.5579065507
A;440531.8100583405
D;586751.6824436365
B;911675.173814518
B;894066.8291624879
D;997385.51025
C;167633.25360369775
C;934508.2367261744
C;817165.3380947462
C;882419.8148288439
C;562409.9347415282
A;98213.36064761814
D;581159.8569637216
A;69494.39074503999
A;266140.48909075145
D;551354.2332000687
C;858174.6923595618
D;189588.0108965969
D;741172.1559181373
B;192080.75506001234
A;595202.2053954774
D;307041.8663167264
A;938632.9244669995
A;348742.67442507006
C;337360.37266131217
D;512778.29927983
B;566200.0141454093
C;896246.6133925243
D;351632.03819892125
C;793215.9521648968
B;544020.2277614505
D;615083.8572235532
D;181871.50726728942
A;855814.282202164
C;631135.827647314
A;823670.174537222
B;383160.51983943547
A;322013.00961320323
C;359500.49201420887
B;753358.6780647718
D;463091.26551940315
C;16926.72339075831
B;475150.2844735622
C;518497.2843467087
C;369232.886391891
B;434842.4856956376
B;411911.00572051853
D;719017.0603523727
C;979718.0471858681
C;747614.8565570482
D;531355.6772299182
D;479918.45599405
A;496183.6405205981
B;344922.0606259465
C;750557.125932058
C;434533.4898195963
D;837336.9066251091
C;253246.4669756013
D;676756.3587227399
B;6202.457582944327
A;305062.5979798013
A;873365.2346115481
B;797657.6492754112
A;444036.23008073575
C;14470.336705952726
D;932149.8069850191
B;591224.3576055225
B;469406.6567081331
B;920906.8493462914
C;137223.10263083316
C;618491.4746459614
A;366218.05058236566
B;454349.507616465
C;209800.04697223892
B;125526.35143613647
B;83988.95812796196
B;716035.0896811085
A;995031.9060829069
B;217613.70332749092
A;629343.6618497164
B;602183.9471746531
A;681039.531496543
A;192158.3982704173
D;723012.4008578412
C;322546.2438677437
C;539300.8010494803
C;242648.6773670737
C;113267.26754034366
C;51430.29739294018
C;367355.5306773637
A;34393.12991811983
C;233177.51521784294
C;371180.0642638334
B;37251.23887774066
C;355681.9872055458
A;112545.70948275817
C;726848.1500703477
B;656594.3053078785
A;567366.9388426895
B;117748.4379583342
C;114934.64960156257
D;727307.0760059482
B;748488.3266310571
B;295714.19806824526
C;151391.20114410456
C;438663.6614875864
C;840672.4510247841
B;493609.9782094792
C;555101.7965434856
B;145782.9982926471
D;73816.34271679538
B;591957.187525276
A;210422.92982052368
C;464759.33035164163
A;272846.12561085244
D;701545.9601641723
B;5496.225146671518
C;467786.01649766765
C;636130.5290390883
C;978753.0981195475
C;787869.9541021199
A;311288.2839487941
C;616440.3423477897
D;79464.39488827404
D;757853.7986108533
A;597093.6442085494
C;968033.7787403775
A;898739.2427374057
C;520961.9045003769
D;259367.31525297143
A;469664.89407382236
D;503612.61461583804
C;657171.7083040803
A;706388.1210559121
B;469027.1636811534
A;647981.5248221519
D;29626.61536250125
B;452523.8696050251
D;172200.7348658493
C;835595.525307819
A;442454.595910202
A;378758.7149535947
B;109908.50861874214
B;119999.99332024065
B;352625.0144808814
C;462131.0325210007
C;204118.64888503877
A;949617.9382056593
D;723248.5631369181
C;384098.38782820257
D;680822.5554581621
A;713376.0623683142
A;436905.2666477338
A;774609.0314066412
D;814569.7779074474
B;126984.79973853011
A;137848.0909972992
A;619807.0720215464
B;796896.9176522209
A;51606.42882094079
B;222726.05365482514
D;318509.5174911559
D;127846.68471883576
C;711440.6115052325
D;992333.4645600667
C;563790.4224445408
B;633432.0535297808
C;508231.0828252412
A;732326.5970030032
A;894285.0760600123
C;553322.510979766
B;326869.1964715705
B;753566.2838764152
B;432001.89415931806
D;977807.3629843235
C;562394.3824455971
A;439492.8494994965
B;996557.4444587817
B;909752.7713771949
A;694714.8993968815
C;693272.7237232779
B;153168.68106732567
A;893567.9903646561
C;194958.8138653564
A;428741.039071482
B;891128.7445796271
A;924919.8599968976
A;681534.0219669285
C;615561.9022028565
A;597044.3988822411
C;643264.1637150677
B;57024.295099208255
C;304800.92437255377
A;502087.47247495054
B;825752.2908051907
C;616869.780076565
A;619368.0784928505
C;235533.4375305787
D;330629.4415092442
A;521671.46763642185
D;452925.83792646485
A;589090.4548124125
A;933341.02891119
C;6393.719785662085
C;70360.26832369488
A;13592.146411100126
D;76021.30994461509
A;997719.5554630645
A;617397.8122753083
A;908586.9013302876
D;51262.08432284302
B;379626.82097946235
A;961867.1647966726
D;190972.7949111326
A;790045.5836725242
C;727837.0072406636
D;322350.1550531291
A;112099.6256257044
D;612997.0336668954
C;171627.551705996
A;773601.1123266605
C;49914.46810551919
D;601535.8234019782
B;278821.61107995984
A;262502.21620519547
B;346280.8431572038
D;136213.23576467653
B;263755.7502067552
C;183501.54580407645
C;895940.6409984092
A;498515.8663439755
A;108280.29066418434
C;960509.1481396321
B;758854.5067439472
C;95978.00699057496
A;772481.5698635583
C;15221.427833956792
D;492889.55313682836
D;246896.49130900987
D;20453.97422711951
A;580728.7803445919
C;891979.680995405
B;542126.1466814165
C;394256.61285493476
C;370956.96070917154
D;591491.5722792253
D;524009.5556573665
D;541080.3373472003
C;409835.4461717956
C;248344.82756763
C;247181.07052187592
C;510291.4558205335
A;300826.8626845805
C;438470.82623806124
A;986544.2232293416
A;288747.76923532266
B;715810.3635164248
A;924113.4901918948
B;417274.32188213366
D;194538.6268500272
C;929897.7728503988
B;395005.3250345801
D;889225.9827425947
D;938612.3792597991
B;170801.85975184743
C;812676.124854696
D;22777.259573411404
A;74417.1988078255
C;747739.0215198537
A;757359.8199886311
A;589675.0505746332
B;955972.1070953377
D;118566.36015929413
A;251079.8308015267
